Sample_prefix	chr	final_average_TL_p75	chr_order	arm	final_average_TL_p75_kb	direction.x	chr_arm	median_TL	mad_TL	norm_TL	direction.y	direction
6423A	chr13q	3747.5	13	q	3.7475	Positive	chr13q	4392.25	1132.4375	-0.569347094210497	Positive	Positive
6436B	chr13p	4568.5	13	p	4.5685	Negative	chr13p	5180.66666666667	695.799999999999	-0.879802625275468	Negative	Neutral
6436B	chr13q	8281.5	13	q	8.2815	Positive	chr13q	5180.66666666667	695.799999999999	4.45650091022324	Positive	Positive
6439C	chr13p	6738	13	p	6.738	Negative	chr13p	6026.88333333334	1509.25	0.471172215780464	Negative	Neutral
6439C	chr13q	8785	13	q	8.785	Positive	chr13q	6026.88333333334	1509.25	1.82747501518414	Positive	Positive
6478A	chr13p	4677.33333333333	13	p	4.67733333333333	Negative	chr13p	5179.75	1593.75	-0.315241830065361	Negative	Neutral
6478A	chr13q	7644.5	13	q	7.6445	Positive	chr13q	5179.75	1593.75	1.54650980392157	Positive	Positive
6483C	chr13q	4782	13	q	4.782	Positive	chr13q	5076.5	1412.5	-0.208495575221239	Positive	Positive
6500D	chr13p	4939	13	p	4.939	Negative	chr13p	5589	821	-0.791717417783191	Negative	Neutral
6500D	chr13q	4502	13	q	4.502	Positive	chr13q	5589	821	-1.32399512789281	Positive	Positive
6605D	chr13p	3483.5	13	p	3.4835	Negative	chr13p	5149.625	1144.25	-1.45608477168451	Negative	Neutral
6605D	chr13q	6952	13	q	6.952	Positive	chr13q	5149.625	1144.25	1.57515840069915	Positive	Positive
2436A	chr14p	9562	14	p	9.562	Positive	chr14p	5303	1180.08333333333	3.60906715627428	Positive	Positive
2436A	chr14q	3490.6	14	q	3.4906	Positive	chr14q	5303	1180.08333333333	-1.53582374126121	Positive	Neutral
3188	chr14q	2626	14	q	2.626	Positive	chr14q	2824.125	399.5	-0.495932415519399	Positive	Neutral
3988	chr14p	5178.25	14	p	5.17825	Positive	chr14p	5689.5	1319.25	-0.387530794011749	Positive	Positive
3988	chr14q	5690.33333333333	14	q	5.69033333333333	Positive	chr14q	5689.5	1319.25	0.000631672035876674	Positive	Neutral
6265D	chr14p	7839.5	14	p	7.8395	Positive	chr14p	5717	1149.5625	1.84635459142065	Positive	Positive
6265D	chr14q	6329	14	q	6.329	Positive	chr14q	5717	1149.5625	0.532376447561572	Positive	Neutral
6266D	chr14p	3688.75	14	p	3.68875	Positive	chr14p	4866	845.25	-1.39278320023662	Positive	Positive
6266D	chr14q	5204.75	14	q	5.20475	Positive	chr14q	4866	845.25	0.400769003253475	Positive	Neutral
6269C	chr14p	5100	14	p	5.1	Positive	chr14p	4756.8	934.825	0.36712753723959	Positive	Positive
6269C	chr14q	2039	14	q	2.039	Positive	chr14q	4756.8	934.825	-2.90728211162517	Positive	Neutral
6277A	chr14p	9466	14	p	9.466	Positive	chr14p	5226.83333333333	1114.33333333333	3.80421776847145	Positive	Positive
6277A	chr14q	3409	14	q	3.409	Positive	chr14q	5226.83333333333	1114.33333333333	-1.63131917439426	Positive	Neutral
6285B	chr14q	4150	14	q	4.15	Positive	chr14q	3274.75	322	2.71816770186335	Positive	Neutral
6298B	chr14p	4711	14	p	4.711	Positive	chr14p	5124.5	926.5	-0.446303291958985	Positive	Positive
6298B	chr14q	7072	14	q	7.072	Positive	chr14q	5124.5	926.5	2.10199676200756	Positive	Neutral
6314E	chr14q	4851	14	q	4.851	Positive	chr14q	4374.5	1163.5	0.409540180489901	Positive	Neutral
6324B	chr14p	5932	14	p	5.932	Positive	chr14p	5251.5	871.5	0.780837636259323	Positive	Positive
6324B	chr14q	5255.5	14	q	5.2555	Positive	chr14q	5251.5	871.5	0.00458978772231784	Positive	Neutral
6365A	chr14p	3758	14	p	3.758	Positive	chr14p	4419.25	882.65	-0.749164447969184	Positive	Positive
6365A	chr14q	4726.5	14	q	4.7265	Positive	chr14q	4419.25	882.65	0.348099473177364	Positive	Neutral
6414C	chr14q	2948.66666666667	14	q	2.94866666666667	Positive	chr14q	3494	384	-1.42013888888888	Positive	Neutral
6423A	chr14p	3043	14	p	3.043	Positive	chr14p	4392.25	1132.4375	-1.19145648214581	Positive	Positive
6423A	chr14q	4391.5	14	q	4.3915	Positive	chr14q	4392.25	1132.4375	-0.000662288205750869	Positive	Neutral
6436B	chr14p	9276	14	p	9.276	Positive	chr14p	5180.66666666667	695.799999999999	5.88579093609275	Positive	Positive
6436B	chr14q	5180.66666666667	14	q	5.18066666666667	Positive	chr14q	5180.66666666667	695.799999999999	0	Positive	Neutral
6439C	chr14p	4645	14	p	4.645	Positive	chr14p	6026.88333333334	1509.25	-0.915609298216555	Positive	Positive
6439C	chr14q	8998	14	q	8.998	Positive	chr14q	6026.88333333334	1509.25	1.96860471536635	Positive	Neutral
6478A	chr14p	11270.5	14	p	11.2705	Positive	chr14p	5179.75	1593.75	3.82164705882353	Positive	Positive
6478A	chr14q	6185.5	14	q	6.1855	Positive	chr14q	5179.75	1593.75	0.631058823529412	Positive	Neutral
6483C	chr14p	3343.75	14	p	3.34375	Positive	chr14p	5076.5	1412.5	-1.22672566371681	Positive	Positive
6483C	chr14q	4236	14	q	4.236	Positive	chr14q	5076.5	1412.5	-0.595044247787611	Positive	Neutral
6500D	chr14p	6203	14	p	6.203	Positive	chr14p	5589	821	0.747868453105968	Positive	Positive
6500D	chr14q	5449.5	14	q	5.4495	Positive	chr14q	5589	821	-0.169914738124239	Positive	Neutral
6605D	chr14p	6182.75	14	p	6.18275	Positive	chr14p	5149.625	1144.25	0.902883985143107	Positive	Positive
6605D	chr14q	6471.33333333333	14	q	6.47133333333333	Positive	chr14q	5149.625	1144.25	1.15508702934964	Positive	Neutral
2436A	chr15p	4674.125	15	p	4.674125	Positive	chr15p	5303	1180.08333333333	-0.532907280559284	Positive	Positive
2436A	chr15q	4111.5	15	q	4.1115	Negative	chr15q	5303	1180.08333333333	-1.0096744580185	Negative	Negative
3188	chr15q	1874	15	q	1.874	Negative	chr15q	2824.125	399.5	-2.37828535669587	Negative	Negative
3988	chr15p	5760.5	15	p	5.7605	Positive	chr15p	5689.5	1319.25	0.0538184574568884	Positive	Positive
3988	chr15q	4054	15	q	4.054	Negative	chr15q	5689.5	1319.25	-1.23971953761607	Negative	Negative
6265D	chr15p	4370	15	p	4.37	Positive	chr15p	5717	1149.5625	-1.17175012232915	Positive	Positive
6265D	chr15q	5971	15	q	5.971	Negative	chr15q	5717	1149.5625	0.220953623661175	Negative	Negative
6266D	chr15p	7711	15	p	7.711	Positive	chr15p	4866	845.25	3.36586808636498	Positive	Positive
6269C	chr15p	6771.66666666667	15	p	6.77166666666667	Positive	chr15p	4756.8	934.825	2.15534101748099	Positive	Positive
6269C	chr15q	3138.5	15	q	3.1385	Negative	chr15q	4756.8	934.825	-1.73112614660498	Negative	Negative
6277A	chr15p	6968.75	15	p	6.96875	Positive	chr15p	5226.83333333333	1114.33333333333	1.56319174394257	Positive	Positive
6277A	chr15q	7062	15	q	7.062	Negative	chr15q	5226.83333333333	1114.33333333333	1.6468740652109	Negative	Negative
6285B	chr15p	4057	15	p	4.057	Positive	chr15p	3274.75	322	2.42934782608696	Positive	Positive
6285B	chr15q	4122.33333333333	15	q	4.12233333333333	Negative	chr15q	3274.75	322	2.63224637681158	Negative	Negative
6298B	chr15p	4159.5	15	p	4.1595	Positive	chr15p	5124.5	926.5	-1.04155423637345	Positive	Positive
6298B	chr15q	3357	15	q	3.357	Negative	chr15q	5124.5	926.5	-1.9077172153265	Negative	Negative
6314E	chr15p	2220	15	p	2.22	Positive	chr15p	4374.5	1163.5	-1.85174043833262	Positive	Positive
6324B	chr15p	6328	15	p	6.328	Positive	chr15p	5251.5	871.5	1.23522662076879	Positive	Positive
6324B	chr15q	7624	15	q	7.624	Negative	chr15q	5251.5	871.5	2.72231784279977	Negative	Negative
6365A	chr15p	2858	15	p	2.858	Positive	chr15p	4419.25	882.65	-1.76882116354161	Positive	Positive
6365A	chr15q	3267.75	15	q	3.26775	Negative	chr15q	4419.25	882.65	-1.30459411997961	Negative	Negative
6414C	chr15p	5079.5	15	p	5.0795	Positive	chr15p	3494	384	4.12890625	Positive	Positive
6414C	chr15q	2821	15	q	2.821	Negative	chr15q	3494	384	-1.75260416666667	Negative	Negative
6423A	chr15q	5248	15	q	5.248	Negative	chr15q	4392.25	1132.4375	0.755670842761742	Negative	Negative
6436B	chr15p	4771	15	p	4.771	Positive	chr15p	5180.66666666667	695.799999999999	-0.588770719555433	Positive	Positive
6436B	chr15q	5514	15	q	5.514	Negative	chr15q	5180.66666666667	695.799999999999	0.479064865382769	Negative	Negative
6439C	chr15p	3084	15	p	3.084	Positive	chr15p	6026.88333333334	1509.25	-1.94989785213406	Positive	Positive
6439C	chr15q	5577.66666666667	15	q	5.57766666666667	Negative	chr15q	6026.88333333334	1509.25	-0.297642316824029	Negative	Negative
6478A	chr15q	4054	15	q	4.054	Negative	chr15q	5179.75	1593.75	-0.706352941176471	Negative	Negative
6483C	chr15q	2935	15	q	2.935	Negative	chr15q	5076.5	1412.5	-1.51610619469027	Negative	Negative
6500D	chr15p	7689	15	p	7.689	Positive	chr15p	5589	821	2.557856272838	Positive	Positive
6500D	chr15q	6113.25	15	q	6.11325	Negative	chr15q	5589	821	0.638550548112058	Negative	Negative
6605D	chr15p	5565.75	15	p	5.56575	Positive	chr15p	5149.625	1144.25	0.363666156871313	Positive	Positive
6605D	chr15q	4634	15	q	4.634	Negative	chr15q	5149.625	1144.25	-0.450622678610444	Negative	Negative
2436A	chr16p	6940.2	16	p	6.9402	Positive	chr16p	5303	1180.08333333333	1.38735964974225	Positive	Positive
2436A	chr16q	5979	16	q	5.979	Negative	chr16q	5303	1180.08333333333	0.57284090106631	Negative	Negative
3188	chr16p	2958	16	p	2.958	Positive	chr16p	2824.125	399.5	0.335106382978723	Positive	Positive
3188	chr16q	2897.5	16	q	2.8975	Negative	chr16q	2824.125	399.5	0.183667083854819	Negative	Negative
3988	chr16p	6043.5	16	p	6.0435	Positive	chr16p	5689.5	1319.25	0.268334280841387	Positive	Positive
3988	chr16q	7737.4	16	q	7.7374	Negative	chr16q	5689.5	1319.25	1.55232139473186	Negative	Negative
6265D	chr16p	9536	16	p	9.536	Positive	chr16p	5717	1149.5625	3.32213342032295	Positive	Positive
6265D	chr16q	4782.5	16	q	4.7825	Negative	chr16q	5717	1149.5625	-0.812917957918773	Negative	Negative
6266D	chr16p	5183	16	p	5.183	Positive	chr16p	4866	845.25	0.375036971310263	Positive	Positive
6266D	chr16q	12000.5	16	q	12.0005	Negative	chr16q	4866	845.25	8.44069801833777	Negative	Negative
6269C	chr16p	4978.75	16	p	4.97875	Positive	chr16p	4756.8	934.825	0.237424116813307	Positive	Positive
6269C	chr16q	4368.75	16	q	4.36875	Negative	chr16q	4756.8	934.825	-0.415104431310673	Negative	Negative
6277A	chr16p	4287.5	16	p	4.2875	Positive	chr16p	5226.83333333333	1114.33333333333	-0.84295542925516	Positive	Positive
6277A	chr16q	187	16	q	0.187	Negative	chr16q	5226.83333333333	1114.33333333333	-4.52273407119355	Negative	Negative
6285B	chr16p	3884	16	p	3.884	Positive	chr16p	3274.75	322	1.89208074534161	Positive	Positive
6285B	chr16q	3144.5	16	q	3.1445	Negative	chr16q	3274.75	322	-0.404503105590062	Negative	Negative
6298B	chr16p	5419	16	p	5.419	Positive	chr16p	5124.5	926.5	0.317862924986508	Positive	Positive
6298B	chr16q	6612.25	16	q	6.61225	Negative	chr16q	5124.5	926.5	1.60577441985969	Negative	Negative
6314E	chr16p	5846	16	p	5.846	Positive	chr16p	4374.5	1163.5	1.26471852170176	Positive	Positive
6324B	chr16p	6613.66666666667	16	p	6.61366666666667	Positive	chr16p	5251.5	871.5	1.56301396060433	Positive	Positive
6324B	chr16q	4127	16	q	4.127	Negative	chr16q	5251.5	871.5	-1.2903040734366	Negative	Negative
6365A	chr16p	4636.25	16	p	4.63625	Positive	chr16p	4419.25	882.65	0.245850563643573	Positive	Positive
6365A	chr16q	4518.5	16	q	4.5185	Negative	chr16q	4419.25	882.65	0.112445476689515	Negative	Negative
6414C	chr16p	3283	16	p	3.283	Positive	chr16p	3494	384	-0.549479166666667	Positive	Positive
6414C	chr16q	4629	16	q	4.629	Negative	chr16q	3494	384	2.95572916666667	Negative	Negative
6423A	chr16p	4192.33333333333	16	p	4.19233333333333	Positive	chr16p	4392.25	1132.4375	-0.176536600621818	Positive	Positive
6423A	chr16q	3933	16	q	3.933	Negative	chr16q	4392.25	1132.4375	-0.405541144654782	Negative	Negative
6436B	chr16p	5973	16	p	5.973	Positive	chr16p	5180.66666666667	695.799999999999	1.13873718501485	Positive	Positive
6436B	chr16q	4484.86666666667	16	q	4.48486666666667	Negative	chr16q	5180.66666666667	695.799999999999	-1	Negative	Negative
6439C	chr16p	7114	16	p	7.114	Positive	chr16p	6026.88333333334	1509.25	0.720302578543425	Positive	Positive
6439C	chr16q	7530.5	16	q	7.5305	Negative	chr16q	6026.88333333334	1509.25	0.996267461763568	Negative	Negative
6478A	chr16p	6405.5	16	p	6.4055	Positive	chr16p	5179.75	1593.75	0.769098039215686	Positive	Positive
6478A	chr16q	4328.83333333333	16	q	4.32883333333333	Negative	chr16q	5179.75	1593.75	-0.533908496732028	Negative	Negative
6483C	chr16p	5642	16	p	5.642	Positive	chr16p	5076.5	1412.5	0.400353982300885	Positive	Positive
6483C	chr16q	126	16	q	0.126	Negative	chr16q	5076.5	1412.5	-3.50477876106195	Negative	Negative
6500D	chr16p	5589	16	p	5.589	Positive	chr16p	5589	821	0	Positive	Positive
6500D	chr16q	4864	16	q	4.864	Negative	chr16q	5589	821	-0.883069427527406	Negative	Negative
6605D	chr16p	5732.75	16	p	5.73275	Positive	chr16p	5149.625	1144.25	0.509613283810356	Positive	Positive
6605D	chr16q	5099.93333333333	16	q	5.09993333333333	Negative	chr16q	5149.625	1144.25	-0.0434272813342104	Negative	Negative
2436A	chr17p	7989.25	17	p	7.98925	Positive	chr17p	5303	1180.08333333333	2.27632229362334	Positive	Positive
2436A	chr17q	4601.5	17	q	4.6015	Positive	chr17q	5303	1180.08333333333	-0.594449544523693	Negative	Neutral
3188	chr17p	2353	17	p	2.353	Positive	chr17p	2824.125	399.5	-1.17928660826033	Positive	Positive
3188	chr17q	2825.75	17	q	2.82575	Positive	chr17q	2824.125	399.5	0.00406758448060075	Negative	Neutral
3988	chr17p	4594	17	p	4.594	Positive	chr17p	5689.5	1319.25	-0.830396058366496	Positive	Positive
3988	chr17q	6067	17	q	6.067	Positive	chr17q	5689.5	1319.25	0.286147432253174	Negative	Neutral
6265D	chr17p	3477.16666666667	17	p	3.47716666666667	Positive	chr17p	5717	1149.5625	-1.94842240707515	Positive	Positive
6265D	chr17q	4720	17	q	4.72	Positive	chr17q	5717	1149.5625	-0.867286467677921	Negative	Neutral
6266D	chr17p	4201	17	p	4.201	Positive	chr17p	4866	845.25	-0.786749482401656	Positive	Positive
6266D	chr17q	8153	17	q	8.153	Positive	chr17q	4866	845.25	3.88879029872819	Negative	Neutral
6269C	chr17p	5390	17	p	5.39	Positive	chr17p	4756.8	934.825	0.677346027331319	Positive	Positive
6269C	chr17q	5776.25	17	q	5.77625	Positive	chr17q	4756.8	934.825	1.09052496456556	Negative	Neutral
6277A	chr17p	4621	17	p	4.621	Positive	chr17p	5226.83333333333	1114.33333333333	-0.543673347292849	Positive	Positive
6277A	chr17q	6174	17	q	6.174	Positive	chr17q	5226.83333333333	1114.33333333333	0.84998504337422	Negative	Neutral
6285B	chr17p	2440	17	p	2.44	Positive	chr17p	3274.75	322	-2.59239130434783	Positive	Positive
6285B	chr17q	2066	17	q	2.066	Positive	chr17q	3274.75	322	-3.75388198757764	Negative	Neutral
6298B	chr17p	3771	17	p	3.771	Positive	chr17p	5124.5	926.5	-1.46087425796006	Positive	Positive
6298B	chr17q	5845	17	q	5.845	Positive	chr17q	5124.5	926.5	0.777657852131678	Negative	Neutral
6314E	chr17p	7325.5	17	p	7.3255	Positive	chr17p	4374.5	1163.5	2.53631284916201	Positive	Positive
6314E	chr17q	3068.66666666667	17	q	3.06866666666667	Positive	chr17q	4374.5	1163.5	-1.12233204411975	Negative	Neutral
6324B	chr17p	6391	17	p	6.391	Positive	chr17p	5251.5	871.5	1.3075157773953	Positive	Positive
6324B	chr17q	4814	17	q	4.814	Positive	chr17q	5251.5	871.5	-0.502008032128514	Negative	Neutral
6365A	chr17p	3855	17	p	3.855	Positive	chr17p	4419.25	882.65	-0.6392681130686	Positive	Positive
6365A	chr17q	5482.41666666667	17	q	5.48241666666667	Positive	chr17q	4419.25	882.65	1.20451670159935	Negative	Neutral
6414C	chr17p	4698.5	17	p	4.6985	Positive	chr17p	3494	384	3.13671875	Positive	Positive
6414C	chr17q	3439.5	17	q	3.4395	Positive	chr17q	3494	384	-0.141927083333333	Negative	Neutral
6423A	chr17p	5794	17	p	5.794	Positive	chr17p	4392.25	1132.4375	1.23781665654837	Positive	Positive
6423A	chr17q	7706.25	17	q	7.70625	Positive	chr17q	4392.25	1132.4375	2.92643081847784	Negative	Neutral
6436B	chr17p	8236	17	p	8.236	Positive	chr17p	5180.66666666667	695.799999999999	4.3911085560985	Positive	Positive
6436B	chr17q	4493	17	q	4.493	Positive	chr17q	5180.66666666667	695.799999999999	-0.988310817284666	Negative	Neutral
6439C	chr17p	9333.5	17	p	9.3335	Positive	chr17p	6026.88333333334	1509.25	2.19090055767213	Positive	Positive
6439C	chr17q	12546	17	q	12.546	Positive	chr17q	6026.88333333334	1509.25	4.31944122356579	Negative	Neutral
6478A	chr17p	6773.5	17	p	6.7735	Positive	chr17p	5179.75	1593.75	1	Positive	Positive
6478A	chr17q	2927.83333333333	17	q	2.92783333333333	Positive	chr17q	5179.75	1593.75	-1.41296732026144	Negative	Neutral
6483C	chr17p	7103	17	p	7.103	Positive	chr17p	5076.5	1412.5	1.43469026548673	Positive	Positive
6483C	chr17q	6656	17	q	6.656	Positive	chr17q	5076.5	1412.5	1.11823008849558	Negative	Neutral
6500D	chr17p	5040.5	17	p	5.0405	Positive	chr17p	5589	821	-0.668087697929354	Positive	Positive
6500D	chr17q	5518	17	q	5.518	Positive	chr17q	5589	821	-0.0864799025578563	Negative	Neutral
6605D	chr17p	4924	17	p	4.924	Positive	chr17p	5149.625	1144.25	-0.197181559973782	Positive	Positive
6605D	chr17q	4318	17	q	4.318	Positive	chr17q	5149.625	1144.25	-0.72678610443522	Negative	Neutral
2436A	chr18p	2265.83333333333	18	p	2.26583333333333	Negative	chr18p	5303	1180.08333333333	-2.57368829884896	Negative	Negative
2436A	chr18q	3629.5	18	q	3.6295	Positive	chr18q	5303	1180.08333333333	-1.41812018925218	Positive	Positive
3188	chr18p	2226	18	p	2.226	Negative	chr18p	2824.125	399.5	-1.49718397997497	Negative	Negative
3188	chr18q	2874.25	18	q	2.87425	Positive	chr18q	2824.125	399.5	0.125469336670839	Positive	Positive
3988	chr18p	4387	18	p	4.387	Negative	chr18p	5689.5	1319.25	-0.987303392078833	Negative	Negative
3988	chr18q	6042	18	q	6.042	Positive	chr18q	5689.5	1319.25	0.267197271176805	Positive	Positive
6265D	chr18p	5908.66666666667	18	p	5.90866666666667	Negative	chr18p	5717	1149.5625	0.166730096594722	Negative	Negative
6265D	chr18q	5959	18	q	5.959	Positive	chr18q	5717	1149.5625	0.210514869787419	Positive	Positive
6266D	chr18p	8683	18	p	8.683	Negative	chr18p	4866	845.25	4.51582372079266	Negative	Negative
6266D	chr18q	5275.66666666667	18	q	5.27566666666667	Positive	chr18q	4866	845.25	0.484669230010848	Positive	Positive
6269C	chr18p	5938	18	p	5.938	Negative	chr18p	4756.8	934.825	1.26355200171155	Negative	Negative
6269C	chr18q	5185.75	18	q	5.18575	Positive	chr18q	4756.8	934.825	0.45885593560292	Positive	Positive
6277A	chr18p	6668.25	18	p	6.66825	Negative	chr18p	5226.83333333333	1114.33333333333	1.293523781035	Negative	Negative
6277A	chr18q	7351	18	q	7.351	Positive	chr18q	5226.83333333333	1114.33333333333	1.90622195632666	Positive	Positive
6285B	chr18p	2930.83333333333	18	p	2.93083333333333	Negative	chr18p	3274.75	322	-1.06806418219463	Negative	Negative
6285B	chr18q	4215.5	18	q	4.2155	Positive	chr18q	3274.75	322	2.92158385093168	Positive	Positive
6298B	chr18p	3784	18	p	3.784	Negative	chr18p	5124.5	926.5	-1.44684295736643	Negative	Negative
6298B	chr18q	5907.33333333333	18	q	5.90733333333333	Positive	chr18q	5124.5	926.5	0.844936139593449	Positive	Positive
6314E	chr18p	3521.5	18	p	3.5215	Negative	chr18p	4374.5	1163.5	-0.733132788998711	Negative	Negative
6314E	chr18q	4951	18	q	4.951	Positive	chr18q	4374.5	1163.5	0.495487752470993	Positive	Positive
6324B	chr18p	5885.5	18	p	5.8855	Negative	chr18p	5251.5	871.5	0.727481353987378	Negative	Negative
6324B	chr18q	5106.5	18	q	5.1065	Positive	chr18q	5251.5	871.5	-0.166379804934022	Positive	Positive
6365A	chr18p	5181	18	p	5.181	Negative	chr18p	4419.25	882.65	0.863026114541438	Negative	Negative
6365A	chr18q	2471.5	18	q	2.4715	Positive	chr18q	4419.25	882.65	-2.20670707528465	Positive	Positive
6414C	chr18p	4263	18	p	4.263	Negative	chr18p	3494	384	2.00260416666667	Negative	Negative
6414C	chr18q	4061	18	q	4.061	Positive	chr18q	3494	384	1.4765625	Positive	Positive
6423A	chr18p	4178	18	p	4.178	Negative	chr18p	4392.25	1132.4375	-0.189193664109498	Negative	Negative
6423A	chr18q	3048.16666666667	18	q	3.04816666666667	Positive	chr18q	4392.25	1132.4375	-1.18689405228397	Positive	Positive
6436B	chr18p	4542.5	18	p	4.5425	Negative	chr18p	5180.66666666667	695.799999999999	-0.917169684775324	Negative	Negative
6436B	chr18q	4820	18	q	4.82	Positive	chr18q	5180.66666666667	695.799999999999	-0.518348184344165	Positive	Positive
6439C	chr18p	9677.5	18	p	9.6775	Negative	chr18p	6026.88333333334	1509.25	2.41882833637016	Negative	Negative
6439C	chr18q	4467	18	q	4.467	Positive	chr18q	6026.88333333334	1509.25	-1.03354867207774	Positive	Positive
6478A	chr18p	4144	18	p	4.144	Negative	chr18p	5179.75	1593.75	-0.649882352941176	Negative	Negative
6478A	chr18q	8445.33333333333	18	q	8.44533333333333	Positive	chr18q	5179.75	1593.75	2.04899346405229	Positive	Positive
6483C	chr18p	2292.25	18	p	2.29225	Negative	chr18p	5076.5	1412.5	-1.97115044247788	Negative	Negative
6483C	chr18q	4160	18	q	4.16	Positive	chr18q	5076.5	1412.5	-0.648849557522124	Positive	Positive
6500D	chr18p	3413.5	18	p	3.4135	Negative	chr18p	5589	821	-2.64981729598051	Negative	Negative
6500D	chr18q	6245.66666666667	18	q	6.24566666666667	Positive	chr18q	5589	821	0.799837596427125	Positive	Positive
6605D	chr18p	3692.5	18	p	3.6925	Negative	chr18p	5149.625	1144.25	-1.27343237928774	Negative	Negative
6605D	chr18q	5330	18	q	5.33	Positive	chr18q	5149.625	1144.25	0.157636006117544	Positive	Positive
2436A	chr19p	6319.75	19	p	6.31975	Negative	chr19p	5303	1180.08333333333	0.861591695501732	Positive	Neutral
2436A	chr19q	4544.5	19	q	4.5445	Positive	chr19q	5303	1180.08333333333	-0.642751218134314	Negative	Neutral
3188	chr19p	3120.16666666667	19	p	3.12016666666667	Negative	chr19p	2824.125	399.5	0.741030454735094	Positive	Neutral
3188	chr19q	2957.66666666667	19	q	2.95766666666667	Positive	chr19q	2824.125	399.5	0.334272006675019	Negative	Neutral
3988	chr19p	2050.75	19	p	2.05075	Negative	chr19p	5689.5	1319.25	-2.75819594466553	Positive	Neutral
3988	chr19q	7326.5	19	q	7.3265	Positive	chr19q	5689.5	1319.25	1.24085654728065	Negative	Neutral
6265D	chr19p	4000	19	p	4	Negative	chr19p	5717	1149.5625	-1.4936117001033	Positive	Neutral
6265D	chr19q	6555	19	q	6.555	Positive	chr19q	5717	1149.5625	0.72897297885065	Negative	Neutral
6266D	chr19p	4961.46428571429	19	p	4.96146428571429	Negative	chr19p	4866	845.25	0.112942071238438	Positive	Neutral
6266D	chr19q	5271	19	q	5.271	Positive	chr19q	4866	845.25	0.479148181011535	Negative	Neutral
6269C	chr19q	5292	19	q	5.292	Positive	chr19q	4756.8	934.825	0.572513572058941	Negative	Neutral
6277A	chr19p	6247	19	p	6.247	Negative	chr19p	5226.83333333333	1114.33333333333	0.915495064313496	Positive	Neutral
6277A	chr19q	2716.5	19	q	2.7165	Positive	chr19q	5226.83333333333	1114.33333333333	-2.25276697577027	Negative	Neutral
6285B	chr19p	3348.66666666667	19	p	3.34866666666667	Negative	chr19p	3274.75	322	0.229554865424441	Positive	Neutral
6285B	chr19q	1982.33333333333	19	q	1.98233333333333	Positive	chr19q	3274.75	322	-4.01371635610767	Negative	Neutral
6298B	chr19p	6994	19	p	6.994	Negative	chr19p	5124.5	926.5	2.01780895844576	Positive	Neutral
6298B	chr19q	4602	19	q	4.602	Positive	chr19q	5124.5	926.5	-0.563950350782515	Negative	Neutral
6314E	chr19p	1579.25	19	p	1.57925	Negative	chr19p	4374.5	1163.5	-2.40244950580146	Positive	Neutral
6314E	chr19q	6479.5	19	q	6.4795	Positive	chr19q	4374.5	1163.5	1.80919639020198	Negative	Neutral
6324B	chr19p	187	19	p	0.187	Negative	chr19p	5251.5	871.5	-5.81124497991968	Positive	Neutral
6324B	chr19q	5251.5	19	q	5.2515	Positive	chr19q	5251.5	871.5	0	Negative	Neutral
6365A	chr19p	3323	19	p	3.323	Negative	chr19p	4419.25	882.65	-1.24199852716252	Positive	Neutral
6365A	chr19q	5301	19	q	5.301	Positive	chr19q	4419.25	882.65	0.998980343284427	Negative	Neutral
6414C	chr19p	4113.2	19	p	4.1132	Negative	chr19p	3494	384	1.6125	Positive	Neutral
6423A	chr19p	11089	19	p	11.089	Negative	chr19p	4392.25	1132.4375	5.91357138914951	Positive	Neutral
6423A	chr19q	2740	19	q	2.74	Positive	chr19q	4392.25	1132.4375	-1.45902091726917	Negative	Neutral
6436B	chr19p	2718	19	p	2.718	Negative	chr19p	5180.66666666667	695.799999999999	-3.53933122544793	Positive	Neutral
6436B	chr19q	3874.5	19	q	3.8745	Positive	chr19q	5180.66666666667	695.799999999999	-1.8772156750024	Negative	Neutral
6439C	chr19q	6130	19	q	6.13	Positive	chr19q	6026.88333333334	1509.25	0.0683231185467384	Negative	Neutral
6478A	chr19p	3424.66666666667	19	p	3.42466666666667	Negative	chr19p	5179.75	1593.75	-1.10122875816993	Positive	Neutral
6478A	chr19q	4785.66666666667	19	q	4.78566666666667	Positive	chr19q	5179.75	1593.75	-0.247267973856207	Negative	Neutral
6483C	chr19p	5167.5	19	p	5.1675	Negative	chr19p	5076.5	1412.5	0.064424778761062	Positive	Neutral
6483C	chr19q	4462.5	19	q	4.4625	Positive	chr19q	5076.5	1412.5	-0.434690265486726	Negative	Neutral
6500D	chr19p	5300	19	p	5.3	Negative	chr19p	5589	821	-0.352009744214373	Positive	Neutral
6500D	chr19q	5812.5	19	q	5.8125	Positive	chr19q	5589	821	0.272228989037759	Negative	Neutral
6605D	chr19p	5374	19	p	5.374	Negative	chr19p	5149.625	1144.25	0.196089141358969	Positive	Neutral
6605D	chr19q	4100.5	19	q	4.1005	Positive	chr19q	5149.625	1144.25	-0.916866943412716	Negative	Neutral
2436A	chr20p	5707.1	20	p	5.7071	Positive	chr20p	5303	1180.08333333333	0.342433443965823	Negative	Neutral
2436A	chr20q	4378.4	20	q	4.3784	Negative	chr20q	5303	1180.08333333333	-0.783503989831229	Negative	Negative
3188	chr20p	2923.75	20	p	2.92375	Positive	chr20p	2824.125	399.5	0.249374217772215	Negative	Neutral
