"Sample","Chr_Arm","SV_Type","SV_Count","SV_Size_Sum","SV_Rate","SV_Proportion"
"6314E","chr2q","DEL",2,0.029395,0.0134054125385341,0.000197026050785105
"6314E","chr2q","DUP",1,0.009724,0.00670270626926705,6.51771157623528e-05
"6314E","chr2q","INS",2,0.00303,0.0134054125385341,2.03091999958792e-05
"6314E","chr20p","BND",4,0.003308,0.142792106152508,0.000118089071788125
"6314E","chr20q","DEL",2,0.003267,0.0523594448663161,8.55291531891274e-05
"6314E","chr21q","BND",8,11.328438,0.235597948919596,0.333619594657852
"6314E","chr22p","BND",2,9.692996,0.140354600283432,0.680228289564453
"6314E","chr22p","DEL",1,0.016803,0.070177300141716,0.00117918917428125
"6314E","chr22p","INS",1,0.00348,0.070177300141716,0.000244217004493172
"6314E","chr22q","BND",2,0.007426,0.0539442643545148,0.000200295053548313
"6314E","chr22q","DEL",3,0.004556,0.0809163965317722,0.000122885034199585
"6314E","chr22q","INS",1,0.002132,0.0269721321772574,5.75045858019128e-05
"6314E","chr3p","BND",4,0.004208,0.0425185822680462,4.47295485459846e-05
"6314E","chr3p","DEL",2,0.004093,0.0212592911340231,4.35071393057783e-05
"6314E","chr3q","BND",10,0.238568,0.093432242199842,0.00222899431571319
"6314E","chr3q","DEL",4,0.062314,0.0373728968799368,0.000582213674044095
"6314E","chr3q","INS",1,0.002051,0.0093432242199842,1.91629528751876e-05
"6314E","chr4p","INS",1,0.002583,0.0190648776643024,4.9244579006893e-05
"6314E","chr4q","BND",2,0.0023,0.0141720874487806,1.62979005660977e-05
"6314E","chr4q","DEL",9,0.042893,0.0637743935195126,0.000303941673470273
"6314E","chr4q","DUP",1,0.001546,0.00708604372439029,1.09550235979074e-05
"6314E","chr4q","INS",2,0.00506,0.0141720874487806,3.58553812454148e-05
"6314E","chr4q","INV",1,0.011566,0.00708604372439029,8.1957181716298e-05
"6314E","chr5p","BND",2,0.222454,0.0413925453971189,0.00460396864688535
"6314E","chr5q","BND",2,0.006694,0.0149557802445509,5.0056996478512e-05
"6314E","chr5q","DEL",2,0.054759,0.0149557802445509,0.000409481785205682
"6314E","chr5q","DUP",2,0.013229,0.0149557802445509,9.89250084275822e-05
"6314E","chr5q","INS",5,0.005285,0.0373894506113773,3.95206492962258e-05
"6314E","chr6p","DEL",2,0.006302,0.0335162493815414,0.000105609701801237
"6314E","chr6p","INS",4,0.002879,0.0670324987630828,4.82466409847289e-05
"6314E","chr6q","BND",4,0.000846,0.0355700744695079,7.52307075030092e-06
"6314E","chr6q","DEL",9,0.06683,0.0800326675563928,0.000594287019199303
"6314E","chr6q","DUP",1,0.038422,0.00889251861737698,0.000341668350316858
"6314E","chr6q","INS",3,0.002322,0.0266775558521309,2.06484282295493e-05
"6314E","chr7p","DEL",2,0.009016,0.0322245743476115,0.000145268381159033
"6314E","chr7p","INS",2,0.005355,0.0322245743476115,8.62812978157297e-05
"6314E","chr7q","BND",4,0.0257,0.0406079031527499,0.000260905777756418
"6314E","chr7q","DEL",8,0.142502,0.0812158063054998,0.00144667685376829
"6314E","chr7q","DUP",1,0.096571,0.0101519757881875,0.000980386453841052
"6314E","chr8p","DEL",3,0.329182,0.0662683848380056,0.00727145315258145
"6314E","chr8p","INS",1,0.002356,0.0220894616126685,5.20427715594471e-05
"6314E","chr8q","INS",2,0.002521,0.0198041615970076,2.49631456930281e-05
"6314E","chr8q","INV",1,0.000887,0.0099020807985038,8.78314566827287e-06
"6314E","chr9p","DEL",1,9e-05,0.0216135907122943,1.94522316410648e-06
"6314E","chr9p","INS",1,0.002863,0.0216135907122943,6.18797102092985e-05
"6314E","chr9q","BND",8,0.078588,0.0766650239268665,0.000753118862545573
"6314E","chr9q","DEL",3,0.018262,0.0287493839725749,0.000175007083369054
"6314E","chr9q","DUP",1,0.007324,0.00958312799085831,7.01868294050463e-05
"6314E","chr9q","INS",3,0.01019,0.0287493839725749,9.76520742268462e-05
"6324B","chr1p","BND",5,128.775573,0.0403068911877665,1.03810860171066
"6324B","chr1p","DEL",5,0.067643,0.0403068911877665,0.000545295808122817
"6324B","chr1p","INS",1,0.002589,0.00806137823755329,2.08709082570255e-05
"6324B","chr1q","BND",3,128.774133,0.0241275748415054,1.03566917720249
"6324B","chr1q","DEL",3,0.069515,0.0241275748415054,0.000559076121702415
"6324B","chr1q","INS",1,0.000323,0.00804252494716845,2.59773555793541e-06
"6324B","chr10p","BND",2,0.01739,0.0492014711928707,0.000427806792022011
"6324B","chr10p","DEL",1,0.000477,0.0246007355964354,1.17345508794997e-05
"6324B","chr10p","INS",1,0.000748,0.0246007355964354,1.84013502261336e-05
"6324B","chr10q","DEL",1,0.002223,0.0106259826975211,2.36215595365894e-05
"6324B","chr10q","INV",1,0.000185,0.0106259826975211,1.9658067990414e-06
"6324B","chr11p","DEL",4,0.012681,0.07583899782708,0.0002404285828613
"6324B","chr11q","BND",4,1.073232,0.0485528483674153,0.0130271176397645
"6324B","chr11q","DEL",3,0.022773,0.0364146362755615,0.000276423503967787
"6324B","chr11q","DUP",1,0.000638,0.0121382120918538,7.74417931460274e-06
"6324B","chr11q","INS",5,0.005266,0.0606910604592692,6.39198248757023e-05
"6324B","chr12p","BND",1,99.64902,0.0278461059337156,2.77483716711094
"6324B","chr12p","DEL",1,0.000766,0.0278461059337156,2.13301171452261e-05
"6324B","chr12p","DUP",1,0.029445,0.0278461059337156,0.000819928589218255
"6324B","chr12p","INS",1,0.000322,0.0278461059337156,8.96644611065641e-06
"6324B","chr12q","BND",3,99.649208,0.0307967475842313,1.02295716858152
"6324B","chr12q","DEL",2,0.01444,0.0205311650561542,0.000148235011705433
"6324B","chr12q","DUP",2,0.016151,0.0205311650561542,0.000165799423410973
"6324B","chr12q","INS",2,0.00683,0.0205311650561542,7.01139286667665e-05
"6324B","chr12q","INV",1,0.019302,0.0102655825280771,0.000198146273956944
"6324B","chr13q","BND",2,0.006594,0.0206092625610158,6.7948738663669e-05
"6324B","chr13q","DEL",4,0.209768,0.0412185251220316,0.00216158189444958
"6324B","chr13q","INS",1,0.000123,0.0103046312805079,1.26746964750247e-06
"6324B","chr14q","DEL",5,0.034178,0.0557033358867371,0.00038076572278738
"6324B","chr14q","INS",3,0.008101,0.0334220015320423,9.02505448036915e-05
"6324B","chr15q","BND",20,207.954242,0.242228800483586,2.51862532975666
"6324B","chr15q","DEL",2,0.012761,0.0242228800483586,0.000154554086148552
"6324B","chr15q","DUP",1,2.930051,0.0121114400241793,0.0354871369542865
"6324B","chr15q","INS",1,0.002196,0.0121114400241793,2.65967222930977e-05
"6324B","chr16p","DEL",1,0.021172,0.0271452165663022,0.00057471852514175
"6324B","chr16p","INS",1,8.1e-05,0.0271452165663022,2.19876254187048e-06
"6324B","chr16q","BND",2,0.036158,0.0336182643727199,0.000607784601594403
"6324B","chr16q","DEL",3,0.015194,0.0504273965590799,0.000255397954439553
"6324B","chr16q","DUP",1,0.033256,0.01680913218636,0.000559004499989587
"6324B","chr16q","INV",1,0.000431,0.01680913218636,7.24473597232114e-06
"6324B","chr17p","BND",6,0.012056,0.233556830351987,0.000469293524453926
"6324B","chr17p","DEL",1,0.000464,0.0389261383919978,1.8061728213887e-05
"6324B","chr17q","BND",2,0.001646,0.034137138923374,2.80948653339368e-05
"6324B","chr17q","DEL",2,19.34141,0.034137138923374,0.330130200071968
"6324B","chr17q","INS",1,0.005161,0.017068569461687,8.80908869917667e-05
"6324B","chr18q","DUP",1,0.000695,0.0161048972512387,1.11929035896109e-05
"6324B","chr19p","DEL",2,0.122451,0.0719607649760337,0.00440583381604015
"6324B","chr19p","DUP",3,0.00419,0.10794114746405,0.000150757802624791
"6324B","chr19p","INS",1,7e-05,0.0359803824880168,2.51862677416118e-06
"6324B","chr19q","DEL",1,0.006551,0.0294859644008285,0.000193162552789828
"6324B","chr19q","DUP",1,0.005876,0.0294859644008285,0.000173259526819269
"6324B","chr19q","INS",2,0.003159,0.0589719288016571,9.31461615422174e-05
"6324B","chr2p","BND",4,0.007784,0.0427792465853846,8.32484138551584e-05
"6324B","chr2p","DEL",5,0.064376,0.0534740582317308,0.00068848919454518
"6324B","chr2q","BND",2,0.00021,0.0134054125385341,1.40756831654608e-06
"6324B","chr2q","DEL",8,0.036184,0.0536216501541364,0.000242530723647159
"6324B","chr2q","INS",3,0.002993,0.0201081188078012,2.00611998639163e-05
"6324B","chr20p","BND",2,0.330974,0.0713960530762542,0.0118151186354301
"6324B","chr20p","INV",1,0.000618,0.0356980265381271,2.20613804005626e-05
"6324B","chr20q","DEL",1,0.00027,0.0261797224331581,7.06852505695268e-06
"6324B","chr20q","INS",1,0.000264,0.0261797224331581,6.91144672235373e-06
"6324B","chr21q","BND",8,11.330744,0.235597948919596,0.333687505766628
"6324B","chr21q","INS",1,0.000188,0.0294497436149496,5.53655179961051e-06
"6324B","chr22q","BND",10,0.066794,0.269721321772574,0.00180157659664773
"6324B","chr22q","DEL",1,0.000538,0.0269721321772574,1.45110071113645e-05
"6324B","chr22q","DUP",1,0.009524,0.0269721321772574,0.000256882586856199
"6324B","chr22q","INS",1,0.001472,0.0269721321772574,3.97029785649229e-05
"6324B","chr3p","BND",8,0.006548,0.0850371645360924,6.96029191727916e-05
"6324B","chr3p","DEL",4,0.021424,0.0425185822680462,0.000227729526627655
"6324B","chr3q","BND",2,0.01814,0.0186864484399684,0.000169486087350513
"6324B","chr3q","DEL",4,0.058762,0.0373728968799368,0.000549026541614711
"6324B","chr3q","INS",3,0.004704,0.0280296726599526,4.39505267308057e-05
"6324B","chr3q","INV",1,0.009321,0.0093432242199842,8.70881929544727e-05
"6324B","chr4p","INS",1,0.002229,0.0190648776643024,4.249561231373e-05
"6324B","chr4q","BND",2,0.009222,0.0141720874487806,6.53474952263272e-05
"6324B","chr4q","DEL",12,0.064852,0.0850325246926834,0.000459544107614159
"6324B","chr4q","INS",3,0.007621,0.0212581311731709,5.40027392235784e-05
"6324B","chr5p","BND",6,0.020022,0.124177636191357,0.000414380771970558
"6324B","chr5p","DEL",2,0.011345,0.0413925453971189,0.000234799213765157
"6324B","chr5p","INS",2,0.003013,0.0413925453971189,6.23578696407597e-05
"6324B","chr5q","BND",20,220.61905,0.149557802445509,1.6497650147808
"6324B","chr5q","DEL",2,0.018665,0.0149557802445509,0.000139574819132272
"6324B","chr5q","DUP",3,22.217225,0.0224336703668264,0.166137967371872
"6324B","chr5q","INS",3,0.003265,0.0224336703668264,2.44153112492294e-05
"6324B","chr6p","BND",6,0.010068,0.100548748144624,0.000168720799386679
"6324B","chr6p","DEL",16,0.04227,0.268129995052331,0.000708365930678878
"6324B","chr6p","INS",12,0.015616,0.201097496289248,0.000261694875171075
"6324B","chr6p","INV",1,0.000652,0.0167581246907707,1.09262972983825e-05
"6324B","chr6q","BND",2,0.025298,0.017785037234754,0.000224962935982403
"6324B","chr6q","DEL",10,0.281085,0.0889251861737698,0.00249955359556541
"6324B","chr6q","INS",3,0.006154,0.0266775558521309,5.47245595713379e-05
"6324B","chr7p","DEL",2,0.052257,0.0322245743476115,0.000841979790841566
"6324B","chr7p","INV",1,0.001094,0.0161122871738057,1.76268421681435e-05
"6324B","chr7q","BND",2,0.000302,0.0203039515763749,3.06589668803262e-06
"6324B","chr7q","DEL",5,0.048493,0.0507598789409374,0.000492299761896575
"6324B","chr7q","DUP",1,0.000238,0.0101519757881875,2.41617023758862e-06
"6324B","chr8p","DEL",5,0.344049,0.110447308063343,0.007599857178377
"6324B","chr8p","INS",2,0.003492,0.0441789232253371,7.71363999514385e-05
"6324B","chr8q","BND",2,0.000494,0.0198041615970076,4.89162791446087e-06
"6324B","chr8q","DEL",4,0.000968,0.0396083231940152,9.58521421295168e-06
"6324B","chr8q","INS",2,0.001047,0.0198041615970076,1.03674785960335e-05
"6324B","chr8q","INV",2,0.001279,0.0198041615970076,1.26647613412864e-05
"6324B","chr9p","DEL",3,0.016078,0.0648407721368828,0.000347503311472267
"6324B","chr9p","DUP",1,0.016353,0.0216135907122943,0.000353447048918148
"6324B","chr9p","INS",3,0.005872,0.0648407721368828,0.000126915004662592
"6324B","chr9q","BND",6,0.020138,0.0574987679451499,0.000192985031479905
"6324B","chr9q","INS",2,0.003456,0.0191662559817166,3.31192903364063e-05
"6365A","chr1p","BND",2,0.000304,0.0161227564751066,2.4506589842162e-06
"6365A","chr1p","DEL",6,0.040554,0.0483682694253197,0.000326921133045736
"6365A","chr1p","INS",3,0.005791,0.0241841347126599,4.66834413736711e-05
"6365A","chr1q","BND",4,0.573828,0.0321700997886738,0.00461502600538378
"6365A","chr1q","DEL",3,0.043281,0.0241275748415054,0.000348088522238398
"6365A","chr1q","DUP",1,0.006388,0.00804252494716845,5.13756493625121e-05
"6365A","chr1q","INS",2,0.001585,0.0160850498943369,1.2747402041262e-05
"6365A","chr10p","BND",6,0.037256,0.147604413578612,0.000916525005380796
"6365A","chr10p","DEL",5,0.014855,0.123003677982177,0.000365443927285047
"6365A","chr10p","INS",2,0.004517,0.0492014711928707,0.000111121522689099
"6365A","chr10q","DEL",4,0.031628,0.0425039307900844,0.000336078580757198
"6365A","chr10q","DUP",1,0.024213,0.0106259826975211,0.000257286919055079
"6365A","chr11p","BND",2,0.018794,0.03791949891354,0.000356329531290535
"6365A","chr11p","DEL",6,0.059229,0.11375849674062,0.00112296700057503
"6365A","chr11p","INS",1,0.003545,0.01895974945677,6.72123118242496e-05
"6365A","chr11q","BND",186,1668.47627,2.25770744908481,20.2523188354852
"6365A","chr11q","DEL",9,63.042316,0.109243908826684,0.76522100236967
"6365A","chr11q","DUP",8,87.184419,0.0971056967348307,1.05826296892705
"6365A","chr11q","INS",2,0.000706,0.0242764241837077,8.56957773684881e-06
"6365A","chr12p","BND",6,221.308996,0.167076635602293,6.16259374670024
"6365A","chr12p","DEL",1,0.027491,0.0278461059337156,0.000765517298223775
"6365A","chr12p","INS",1,0.004072,0.0278461059337156,0.00011338934336209
"6365A","chr12q","BND",6,220.695618,0.0615934951684625,2.26556908016397
"6365A","chr12q","DEL",2,0.001773,0.0205311650561542,1.82008778222807e-05
"6365A","chr12q","INS",1,0.003084,0.0102655825280771,3.16590565165897e-05
"6365A","chr13q","DEL",3,0.001972,0.0309138938415237,2.03207328851616e-05
"6365A","chr13q","INS",4,0.0035,0.0412185251220316,3.60662094817776e-05
"6365A","chr13q","INV",1,0.002455,0.0103046312805079,2.52978697936469e-05
"6365A","chr14p","DEL",1,8.5e-05,0.0877172899813434,7.45596964841419e-06
"6365A","chr14p","INS",1,0.000136,0.0877172899813434,1.19295514374627e-05
"6365A","chr14q","BND",4,25.051332,0.0445626687093897,0.279088552161233
"6365A","chr14q","DEL",3,0.006066,0.0334220015320423,6.75792870977895e-05
"6365A","chr14q","DUP",2,0.005414,0.0222813343546948,6.0315572098159e-05
"6365A","chr14q","INS",1,0.003649,0.0111406671773474,4.06522945301407e-05
"6365A","chr15q","BND",70,295.5712,0.84780080169255,3.5797928616747
"6365A","chr15q","DEL",6,0.018795,0.0726686401450757,0.00022763451525445
"6365A","chr15q","DUP",1,6.181627,0.0121114400241793,0.0748684046623473
"6365A","chr15q","INS",1,0.003182,0.0121114400241793,3.85386021569385e-05
"6365A","chr16p","DEL",2,0.072091,0.0542904331326044,0.00195692580748129
"6365A","chr16p","INS",3,0.000465,0.0814356496989066,1.26225257033305e-05
"6365A","chr16q","BND",4,0.07239,0.0672365287454398,0.0012168130789706
"6365A","chr16q","DEL",3,0.014462,0.0504273965590799,0.000243093669679138
"6365A","chr16q","INV",2,0.001093,0.0336182643727199,1.83723814796914e-05
"6365A","chr17p","DUP",1,0.001603,0.0389261383919978,6.23985998423725e-05
"6365A","chr17q","BND",4,2.836356,0.0682742778467481,0.0484125394040727
"6365A","chr17q","DEL",3,0.008778,0.0512057083850611,0.000149827902734689
"6365A","chr18q","DEL",3,0.06134,0.0483146917537161,0.000987874397390981
"6365A","chr18q","INS",2,0.005161,0.0322097945024774,8.31173747136428e-05
"6365A","chr19p","DEL",2,0.000663,0.0719607649760337,2.38549935895552e-05
"6365A","chr19p","INS",5,0.007739,0.179901912440084,0.000278452180074762
"6365A","chr19q","DEL",1,0.000133,0.0294859644008285,3.9216332653102e-06
"6365A","chr2p","BND",2,0.001748,0.0213896232926923,1.86945307578131e-05
"6365A","chr2p","DEL",6,0.079768,0.0641688698780769,0.00085310373540574
"6365A","chr2p","DUP",3,0.05196,0.0320844349390385,0.000555702413144146
"6365A","chr2p","INS",1,0.000334,0.0106948116463462,3.57206708987961e-06
"6365A","chr2q","BND",2,0.005628,0.0134054125385341,3.7722830883435e-05
"6365A","chr2q","DEL",9,0.038826,0.0603243564234035,0.000260239273610563
"6365A","chr2q","INS",5,0.01656,0.0335135313463353,0.000110996815819062
"6365A","chr2q","INV",1,0.001844,0.00670270626926705,1.23597903605284e-05
"6365A","chr20p","BND",2,0.330978,0.0713960530762542,0.0118152614275362
"6365A","chr20p","DEL",2,0.000663,0.0713960530762542,2.36677915947783e-05
"6365A","chr20p","DUP",1,0.034681,0.0356980265381271,0.00123804325836879
"6365A","chr20p","INV",1,0.000618,0.0356980265381271,2.20613804005626e-05
"6365A","chr20q","BND",4,0.151448,0.104718889732632,0.00396486660305692
"6365A","chr20q","DEL",1,5.5e-05,0.0261797224331581,1.43988473382369e-06
"6365A","chr20q","INS",2,0.004446,0.0523594448663161,0.000116395045937821
"6365A","chr21q","BND",6,13.58953,0.176698461689697,0.400208174347665
"6365A","chr22p","DUP",1,0.009851,0.070177300141716,0.000691316583696045
"6365A","chr22p","INS",1,0.001111,0.070177300141716,7.79669804574465e-05
"6365A","chr22q","DEL",4,0.050279,0.10788852870903,0.00135613183374032
"6365A","chr22q","INS",2,0.000649,0.0539442643545148,1.750491378304e-05
"6365A","chr3p","BND",8,46.164282,0.0850371645360924,0.490709955515571
"6365A","chr3p","DEL",1,0.002058,0.0106296455670115,2.18758105769098e-05
"6365A","chr3p","DUP",3,0.057921,0.0318889367010346,0.000615679700886876
"6365A","chr3p","INS",1,0.00304,0.0106296455670115,3.23141225237151e-05
"6365A","chr3q","BND",12,0.982978,0.11211869063981,0.00918418385731163
"6365A","chr3q","DEL",7,0.105338,0.0654025695398894,0.000984196552884695
"6365A","chr3q","DUP",2,0.069977,0.0186864484399684,0.000653810801241834
"6365A","chr3q","INS",3,0.010198,0.0280296726599526,9.52822005953988e-05
"6365A","chr4p","DEL",2,0.098227,0.0381297553286047,0.00187268573833143
"6365A","chr4q","BND",6,1.438926,0.0425162623463417,0.010196292552162
"6365A","chr4q","DEL",6,0.012648,0.0425162623463417,8.96242810260883e-05
"6365A","chr4q","DUP",1,0.001451,0.00708604372439029,1.02818494440903e-05
"6365A","chr4q","INS",3,0.004346,0.0212581311731709,3.07959460262002e-05
"6365A","chr5p","DEL",1,0.000894,0.0206962726985595,1.85024677925122e-05
"6365A","chr5p","DUP",1,0.00297,0.0206962726985595,6.14679299147216e-05
"6365A","chr5p","INS",4,0.007851,0.0827850907942379,0.00016248643695639
"6365A","chr5q","BND",4,0.025156,0.0299115604891019,0.000188113803915962
"6365A","chr5q","DEL",4,0.051544,0.0299115604891019,0.000385440368462567
"6365A","chr5q","INS",4,0.004109,0.0299115604891019,3.07266505124299e-05
"6365A","chr6p","BND",2,0.00095,0.0335162493815414,1.59202184562322e-05
"6365A","chr6p","DEL",13,0.017343,0.217855620980019,0.000290636156512036
"6365A","chr6p","INS",16,0.019522,0.268129995052331,0.000327152110213226
"6365A","chr6q","DEL",10,0.11104,0.0889251861737698,0.00098742526727354
"6365A","chr6q","INS",3,0.006066,0.0266775558521309,5.39420179330087e-05
"6365A","chr7p","BND",4,0.00367,0.0644491486952229,5.91320939278671e-05
"6365A","chr7p","DEL",2,0.003702,0.0322245743476115,5.96476871174288e-05
"6365A","chr7p","INS",1,0.000978,0.0161122871738057,1.5757816855982e-05
"6365A","chr7p","INV",1,0.001094,0.0161122871738057,1.76268421681435e-05
"6365A","chr7q","BND",4,0.290668,0.0406079031527499,0.00295085449840088
"6365A","chr7q","DEL",6,0.084245,0.0609118547291248,0.000855253200275854
"6365A","chr7q","INS",2,0.001321,0.0203039515763749,1.34107600161956e-05
"6365A","chr8p","INS",2,0.001822,0.0441789232253371,4.02469990582821e-05
"6365A","chr8q","BND",6,0.002018,0.0594124847910228,1.99823990513807e-05
"6365A","chr8q","DEL",2,0.002177,0.0198041615970076,2.15568298983428e-05
"6365A","chr8q","INS",4,0.011622,0.0396083231940152,0.000115081983040211
"6365A","chr8q","INV",1,0.000887,0.0099020807985038,8.78314566827287e-06
"6365A","chr9p","BND",6,1.14469,0.129681544273766,0.0247408611524561
"6365A","chr9p","DEL",4,4.381188,0.086454362849177,0.094693204265615
"6365A","chr9p","INS",1,0.010395,0.0216135907122943,0.000224673275454299
"6365A","chr9q","BND",6,4.597836,0.0574987679451499,0.044061650868976
"6365A","chr9q","DUP",3,0.059366,0.0287493839725749,0.000568911976305294
"6365A","chr9q","INS",5,0.012332,0.0479156399542916,0.000118179134383265
"6414C","chr1p","BND",6,0.00442,0.0483682694253197,3.56312918099855e-05
"6414C","chr1p","DEL",5,0.009243,0.0403068911877665,7.45113190497051e-05
"6414C","chr1p","INS",1,6.2e-05,0.00806137823755329,4.99805450728304e-07
"6414C","chr1q","DEL",6,0.057072,0.0482551496830107,0.000459002983784798
"6414C","chr1q","DUP",1,0.006382,0.00804252494716845,5.13273942128291e-05
"6414C","chr1q","INS",1,0.00063,0.00804252494716845,5.06679071671612e-06
"6414C","chr10p","BND",4,0.033746,0.0984029423857414,0.000830176423437308
"6414C","chr10p","DEL",2,0.000657,0.0492014711928707,1.6162683286858e-05
"6414C","chr10p","INS",3,0.004667,0.0738022067893061,0.000114811633028564
"6414C","chr10q","BND",118,4096.362996,1.25386595830749,43.5278823182617
"6414C","chr10q","DEL",13,58.563207,0.138137775067774,0.622291624293347
"6414C","chr10q","DUP",8,41.426757,0.0850078615801688,0.440200003096411
"6414C","chr10q","INS",3,0.00088,0.0318779480925633,9.35086477381857e-06
"6414C","chr11p","DEL",3,0.036281,0.05687924837031,0.000687878670041072
"6414C","chr11p","INS",2,0.004482,0.03791949891354,8.49775970652431e-05
"6414C","chr11q","BND",4,0.002762,0.0485528483674153,3.35257417977003e-05
"6414C","chr11q","DEL",1,0.0218,0.0121382120918538,0.000264613023602414
"6414C","chr11q","DUP",1,0.001964,0.0121382120918538,2.38394485484009e-05
"6414C","chr12p","BND",3,142.878852,0.0835383178011467,3.97861964847967
"6414C","chr12p","DEL",2,0.024259,0.0556922118674311,0.000675518683846006
"6414C","chr12p","INS",1,0.000768,0.0278461059337156,2.13858093570936e-05
"6414C","chr12q","BND",7,142.40331,0.0718590776965396,1.46185293107635
"6414C","chr12q","DEL",2,0.015043,0.0205311650561542,0.000154425157969864
"6414C","chr12q","DUP",1,0.008112,0.0102655825280771,8.32744054677613e-05
"6414C","chr12q","INS",2,0.003177,0.0205311650561542,3.26137556917009e-05
"6414C","chr13p","BND",2,0.001304,0.121043818951855,7.89205699566094e-05
"6414C","chr13q","DEL",2,0.013694,0.0206092625610158,0.000141111620755275
"6414C","chr13q","INS",2,0.000204,0.0206092625610158,2.10214478122361e-06
"6414C","chr14q","BND",4,0.021606,0.0445626687093897,0.000240705255033768
"6414C","chr14q","DEL",5,0.124898,0.0557033358867371,0.00139144704911634
"6414C","chr14q","DUP",1,0.00581,0.0111406671773474,6.47272763003885e-05
"6414C","chr14q","INS",2,0.003258,0.0222813343546948,3.62962936637979e-05
"6414C","chr15q","DEL",4,0.026076,0.0484457600967171,0.000315817910070499
"6414C","chr16p","DEL",3,0.007693,0.0814356496989066,0.000208828151044563
"6414C","chr16p","INS",1,8.1e-05,0.0271452165663022,2.19876254187048e-06
"6414C","chr16q","DEL",4,0.023208,0.0672365287454398,0.000390106339781042
"6414C","chr16q","INS",1,0.001041,0.01680913218636,1.74983066060007e-05
"6414C","chr16q","INV",1,0.000662,0.01680913218636,1.11276455073703e-05
"6414C","chr17p","DEL",2,0.000598,0.0778522767839956,2.32778307584147e-05
"6414C","chr17q","BND",2,0.001646,0.034137138923374,2.80948653339368e-05
"6414C","chr17q","DEL",6,19.347393,0.102411416770122,0.330232321323057
"6414C","chr17q","DUP",2,0.013606,0.034137138923374,0.000232234956095714
"6414C","chr17q","INS",1,0.002314,0.017068569461687,3.94966697343438e-05
"6414C","chr18q","BND",2,1.349224,0.0322097945024774,0.0217291138889053
"6414C","chr18q","DEL",1,6.5e-05,0.0161048972512387,1.04681832133051e-06
"6414C","chr18q","INS",3,0.006456,0.0483146917537161,0.000103973216653997
"6414C","chr19p","BND",2,0.000278,0.0719607649760337,1.00025463316687e-05
"6414C","chr19p","DEL",3,0.009903,0.10794114746405,0.000356313727778831
"6414C","chr19p","INS",1,7e-05,0.0359803824880168,2.51862677416118e-06
"6414C","chr19q","BND",4,10.339326,0.117943857603314,0.304864998364561
"6414C","chr19q","DEL",2,0.012503,0.0589719288016571,0.000368663012903559
"6414C","chr19q","DUP",1,0.408417,0.0294859644008285,0.0120425691226932
"6414C","chr2p","DEL",2,0.019151,0.0213896232926923,0.000204816337839175
"6414C","chr2p","DUP",2,0.010096,0.0213896232926923,0.000107974818381511
"6414C","chr2p","INS",1,0.000136,0.0106948116463462,1.45449438390308e-06
"6414C","chr2q","BND",2,0.00296,0.0134054125385341,1.98400105570305e-05
"6414C","chr2q","DEL",3,0.028117,0.0201081188078012,0.000188459992172982
"6414C","chr2q","INS",6,0.012137,0.0402162376156023,8.13507459900943e-05
"6414C","chr20p","BND",2,0.330974,0.0713960530762542,0.0118151186354301
"6414C","chr20p","INS",2,0.002878,0.0713960530762542,0.00010273892037673
"6414C","chr20q","BND",2,21.138274,0.0523594448663161,0.553394146036042
"6414C","chr20q","DEL",2,0.003325,0.0523594448663161,8.70475770902506e-05
"6414C","chr21q","BND",8,11.33071,0.235597948919596,0.333686504475345
"6414C","chr22q","BND",2,0.005236,0.0539442643545148,0.00014122608408012
"6414C","chr22q","DEL",2,0.006594,0.0539442643545148,0.000177854239576835
"6414C","chr3p","BND",4,0.004096,0.0425185822680462,4.35390282424793e-05
"6414C","chr3p","DEL",3,0.333163,0.0318889367010346,0.00354140460604227
"6414C","chr3p","DUP",1,0.024557,0.0106296455670115,0.000261032206189103
"6414C","chr3p","INS",1,0.001378,0.0106296455670115,1.46476515913419e-05
"6414C","chr3q","BND",4,0.048394,0.0373728968799368,0.000452155992901915
"6414C","chr3q","DEL",7,0.211948,0.0654025695398894,0.00198027768697721
"6414C","chr3q","DUP",2,0.125513,0.0186864484399684,0.00117269610152288
"6414C","chr3q","INS",3,0.003108,0.0280296726599526,2.90387408757109e-05
"6414C","chr4p","DEL",1,0.002357,0.0190648776643024,4.49359166547607e-05
"6414C","chr4q","DEL",8,0.042098,0.0566883497951223,0.000298308268709382
"6414C","chr4q","DUP",3,0.020756,0.0212581311731709,0.000147077923543445
"6414C","chr4q","INS",5,0.010137,0.0354302186219514,7.18312252341443e-05
"6414C","chr4q","INV",1,0.011552,0.00708604372439029,8.18579771041566e-05
"6414C","chr5p","BND",2,0.52913,0.0413925453971189,0.0109510187729888
"6414C","chr5p","DEL",1,0.000702,0.0206962726985595,1.45287834343888e-05
"6414C","chr5p","INS",1,0.000333,0.0206962726985595,6.8918588086203e-06
"6414C","chr5q","DEL",1,0.004169,0.00747789012227547,3.11753239197664e-05
"6414C","chr5q","DUP",1,0.00639,0.00747789012227547,4.77837178813402e-05
"6414C","chr5q","INS",6,0.005292,0.0448673407336528,3.95729945270818e-05
"6414C","chr6p","BND",8,0.01137,0.134064997526166,0.000190539877734063
"6414C","chr6p","DEL",4,0.019931,0.0670324987630828,0.000334006183211751
"6414C","chr6p","DUP",1,0.004054,0.0167581246907707,6.79374374963844e-05
